"","study_id","phase","location_continent","standard_age_list","time_frame","assay","dose_number","serotype","value","vaccine","dose_description","schedule","time_frame_weeks"
"633","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"19F",6.41,"PCV15","1m post dose 1 adult","2 dose adult",0
"634","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"22F",3.97,"PCV15","1m post dose 1 adult","2 dose adult",0
"635","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"5",2.03,"PCV13","1m post dose 1 adult","2 dose adult",0
"636","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"19F",6.21,"PCV13","1m post dose 1 adult","2 dose adult",0
"637","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"18C",5.07,"PCV13","1m post dose 1 adult","2 dose adult",0
"638","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"6A",5.13,"PCV15","1m post dose 1 adult","2 dose adult",0
"639","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"7F",3.74,"PCV13","1m post dose 1 adult","2 dose adult",0
"640","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"19A",9.61,"PCV13","1m post dose 1 adult","2 dose adult",0
"641","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"9V",3.55,"PCV13","1m post dose 1 adult","2 dose adult",0
"642","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"4",2,"PCV13","1m post dose 1 adult","2 dose adult",0
"643","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"14",15.44,"PCV15","1m post dose 1 adult","2 dose adult",0
"644","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"14",15.22,"PCV13","1m post dose 1 adult","2 dose adult",0
"645","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"5",2.38,"PCV15","1m post dose 1 adult","2 dose adult",0
"646","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"4",1.14,"PCV15","1m post dose 1 adult","2 dose adult",0
"647","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"3",0.57,"PCV15","1m post dose 1 adult","2 dose adult",0
"648","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"3",0.5,"PCV13","1m post dose 1 adult","2 dose adult",0
"649","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"6B",7.17,"PCV15","1m post dose 1 adult","2 dose adult",0
"650","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"9V",3.35,"PCV15","1m post dose 1 adult","2 dose adult",0
"651","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"6B",5.23,"PCV13","1m post dose 1 adult","2 dose adult",0
"652","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"1",4.27,"PCV13","1m post dose 1 adult","2 dose adult",0
"653","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"1",3.16,"PCV15","1m post dose 1 adult","2 dose adult",0
"654","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"22F",0.2,"PCV13","1m post dose 1 adult","2 dose adult",0
"655","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"6A",4.91,"PCV13","1m post dose 1 adult","2 dose adult",0
"656","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","IgG",1,"18C",5.58,"PCV15","1m post dose 1 adult","2 dose adult",0
"657","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"4",824,"PCV15","1m post dose 1 adult","2 dose adult",0
"658","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"9V",2133.9,"PCV13","1m post dose 1 adult","2 dose adult",0
"659","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"9V",2836.3,"PCV15","1m post dose 1 adult","2 dose adult",0
"660","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"3",72.3,"PCV13","1m post dose 1 adult","2 dose adult",0
"661","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"22F",109.3,"PCV13","1m post dose 1 adult","2 dose adult",0
"662","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"23F",1787,"PCV13","1m post dose 1 adult","2 dose adult",0
"663","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6A",5645.1,"PCV13","1m post dose 1 adult","2 dose adult",0
"664","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"5",336.7,"PCV15","1m post dose 1 adult","2 dose adult",0
"665","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"18C",3002.2,"PCV15","1m post dose 1 adult","2 dose adult",0
"666","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"18C",1560.3,"PCV13","1m post dose 1 adult","2 dose adult",0
"667","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"4",1465.5,"PCV13","1m post dose 1 adult","2 dose adult",0
"668","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6B",3554,"PCV13","1m post dose 1 adult","2 dose adult",0
"669","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"7F",6085.8,"PCV15","1m post dose 1 adult","2 dose adult",0
"670","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"7F",6144.3,"PCV13","1m post dose 1 adult","2 dose adult",0
"671","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"14",3508.7,"PCV15","1m post dose 1 adult","2 dose adult",0
"672","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6A",6421,"PCV15","1m post dose 1 adult","2 dose adult",0
"673","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"3",116.8,"PCV15","1m post dose 1 adult","2 dose adult",0
"674","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"14",3000.3,"PCV13","1m post dose 1 adult","2 dose adult",0
"675","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19F",2042,"PCV13","1m post dose 1 adult","2 dose adult",0
"676","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"22F",3943.7,"PCV15","1m post dose 1 adult","2 dose adult",0
"677","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19A",3715.9,"PCV13","1m post dose 1 adult","2 dose adult",0
"678","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"5",276.7,"PCV13","1m post dose 1 adult","2 dose adult",0
"679","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6B",4772.9,"PCV15","1m post dose 1 adult","2 dose adult",0
"680","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19F",2438.6,"PCV15","1m post dose 1 adult","2 dose adult",0
"681","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"23F",1757.4,"PCV15","1m post dose 1 adult","2 dose adult",0
"682","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19A",4240.7,"PCV15","1m post dose 1 adult","2 dose adult",0
"683","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"1",200.9,"PCV13","1m post dose 1 adult","2 dose adult",0
"684","NCT03480802","Phase 3","North America,Africa,Europe,Asia,North America,North America,North America,Asia,Africa,South America,Europe,South America,Europe","[""Adult"",""Older Adult""]","Day 30","OPA",1,"1",238.8,"PCV15","1m post dose 1 adult","2 dose adult",0
"685","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"19A",18.59,"PCV15","1m post dose 1 adult","2 dose adult",0
"686","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"18C",10.66,"PCV13","1m post dose 1 adult","2 dose adult",0
"687","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"19F",10.53,"PCV13","1m post dose 1 adult","2 dose adult",0
"688","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"6A",11.48,"PCV15","1m post dose 1 adult","2 dose adult",0
"689","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"4",2.36,"PCV15","1m post dose 1 adult","2 dose adult",0
"690","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"9V",5.39,"PCV13","1m post dose 1 adult","2 dose adult",0
"691","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"1",7.86,"PCV13","1m post dose 1 adult","2 dose adult",0
"692","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"1",6.97,"PCV15","1m post dose 1 adult","2 dose adult",0
"693","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"14",12.68,"PCV15","1m post dose 1 adult","2 dose adult",0
"694","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"6A",8.22,"PCV13","1m post dose 1 adult","2 dose adult",0
"695","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"22F",0.31,"PCV13","1m post dose 1 adult","2 dose adult",0
"696","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"6B",8.35,"PCV13","1m post dose 1 adult","2 dose adult",0
"697","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"14",11.59,"PCV13","1m post dose 1 adult","2 dose adult",0
"698","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"9V",6.1,"PCV15","1m post dose 1 adult","2 dose adult",0
"699","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"7F",7.82,"PCV13","1m post dose 1 adult","2 dose adult",0
"700","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"3",1.02,"PCV15","1m post dose 1 adult","2 dose adult",0
"701","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"6B",13.69,"PCV15","1m post dose 1 adult","2 dose adult",0
"702","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"18C",16.67,"PCV15","1m post dose 1 adult","2 dose adult",0
"703","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"22F",5.07,"PCV15","1m post dose 1 adult","2 dose adult",0
"704","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"5",5.43,"PCV15","1m post dose 1 adult","2 dose adult",0
"705","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"5",5.21,"PCV13","1m post dose 1 adult","2 dose adult",0
"706","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"19A",16.48,"PCV13","1m post dose 1 adult","2 dose adult",0
"707","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"23F",6.07,"PCV13","1m post dose 1 adult","2 dose adult",0
"708","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"7F",7.14,"PCV15","1m post dose 1 adult","2 dose adult",0
"709","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"4",2.98,"PCV13","1m post dose 1 adult","2 dose adult",0
"710","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"3",0.59,"PCV13","1m post dose 1 adult","2 dose adult",0
"711","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"19F",12,"PCV15","1m post dose 1 adult","2 dose adult",0
"712","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","IgG",1,"23F",9.76,"PCV15","1m post dose 1 adult","2 dose adult",0
"713","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"4",1280.4,"PCV15","1m post dose 1 adult","2 dose adult",0
"714","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"1",361.6,"PCV15","1m post dose 1 adult","2 dose adult",0
"715","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"18C",4298.2,"PCV15","1m post dose 1 adult","2 dose adult",0
"716","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19F",2418.8,"PCV15","1m post dose 1 adult","2 dose adult",0
"717","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"23F",1726.9,"PCV13","1m post dose 1 adult","2 dose adult",0
"718","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19F",2203.5,"PCV13","1m post dose 1 adult","2 dose adult",0
"719","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"9V",2293,"PCV13","1m post dose 1 adult","2 dose adult",0
"720","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6B",3631.2,"PCV13","1m post dose 1 adult","2 dose adult",0
"721","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"18C",2896.3,"PCV13","1m post dose 1 adult","2 dose adult",0
"722","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"1",296.2,"PCV13","1m post dose 1 adult","2 dose adult",0
"723","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"14",2458.1,"PCV13","1m post dose 1 adult","2 dose adult",0
"724","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"3",129.4,"PCV13","1m post dose 1 adult","2 dose adult",0
"725","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"4",1685.9,"PCV13","1m post dose 1 adult","2 dose adult",0
"726","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6B",5958.1,"PCV15","1m post dose 1 adult","2 dose adult",0
"727","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"14",2677.3,"PCV15","1m post dose 1 adult","2 dose adult",0
"728","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6A",7352.8,"PCV15","1m post dose 1 adult","2 dose adult",0
"729","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"3",245.4,"PCV15","1m post dose 1 adult","2 dose adult",0
"730","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"7F",5207.6,"PCV13","1m post dose 1 adult","2 dose adult",0
"731","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"23F",2648.7,"PCV15","1m post dose 1 adult","2 dose adult",0
"732","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"5",655.9,"PCV13","1m post dose 1 adult","2 dose adult",0
"733","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19A",4856.1,"PCV15","1m post dose 1 adult","2 dose adult",0
"734","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"19A",3783,"PCV13","1m post dose 1 adult","2 dose adult",0
"735","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"7F",4966.9,"PCV15","1m post dose 1 adult","2 dose adult",0
"736","NCT03480763","Phase 3",",North America,North America,North America,North America,North America,Asia,North America,Europe,,North America,Asia,North America,North America,North America,North America,North America,North America,North America,Europe,Europe,North America","[""Adult"",""Older Adult""]","Day 30","OPA",1,"6A",6184.2,"PCV13","1m post dose 1 adult","2 dose adult",0
