"","clinical_trial_study_id","clinical_trial_sponsor","clinical_trial_phase","location_continent","study_eligibility_standard_age_list","outcome_overview_time_frame","outcome_overview_assay","outcome_overview_dose_number","outcome_overview_serotype","outcome_overview_value","outcome_overview_upper_limit","outcome_overview_lower_limit","outcome_overview_vaccine","outcome_overview_dose_description","outcome_overview_schedule","outcome_overview_time_frame_weeks"
"2330","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"7F",4.06,0,0,"PCV13","1m post boost child","3+1 child",0
"2331","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",2,"6B",0.26,0,0,"PCV13","1m post dose 2 child","3+1 child",16
"2332","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",3,"7F",0.56,0,0,"PCV13","pre-boost child","3+1 child",0
"2333","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"3",0.98,0,0,"PCV13","1m post boost child","3+1 child",0
"2334","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",2,"1",1.69,0,0,"PCV13","1m post dose 2 child","3+1 child",16
"2335","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",3,"5",0.59,0,0,"PCV13","pre-boost child","3+1 child",0
"2336","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"6A",6.31,0,0,"PCV13","1m post boost child","3+1 child",0
"2337","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",2,"7F",2.14,0,0,"PCV13","1m post dose 2 child","3+1 child",16
"2338","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",3,"19F",0.6,0,0,"PCV13","pre-boost child","3+1 child",0
"2339","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"4",3.52,0,0,"PCV13","1m post boost child","3+1 child",0
"2340","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"5",3.68,0,0,"PCV13","1m post boost child","3+1 child",0
"2341","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",2,"18C",1.37,0,0,"PCV13","1m post dose 2 child","3+1 child",16
"2342","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",2,"3",0.63,0,0,"PCV13","1m post dose 2 child","3+1 child",16
"2343","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"23F",3.13,0,0,"PCV13","1m post boost child","3+1 child",0
"2344","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"14",11.32,0,0,"PCV13","1m post boost child","3+1 child",0
"2345","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",2,"19A",1.9,0,0,"PCV13","1m post dose 2 child","3+1 child",16
"2346","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",2,"5",0.95,0,0,"PCV13","1m post dose 2 child","3+1 child",16
"2347","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"9V",2.46,0,0,"PCV13","1m post boost child","3+1 child",0
"2348","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",3,"9V",0.29,0,0,"PCV13","pre-boost child","3+1 child",0
"2349","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"19F",7.25,0,0,"PCV13","1m post boost child","3+1 child",0
"2350","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",3,"18C",0.2,0,0,"PCV13","pre-boost child","3+1 child",0
"2351","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",2,"19F",2.38,0,0,"PCV13","1m post dose 2 child","3+1 child",16
"2352","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"18C",2.14,0,0,"PCV13","1m post boost child","3+1 child",0
"2353","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",3,"23F",0.24,0,0,"PCV13","pre-boost child","3+1 child",0
"2354","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",3,"4",0.21,0,0,"PCV13","pre-boost child","3+1 child",0
"2355","NCT00384059","Wyeth is now a wholly owned subsidiary of Pfizer","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","one month after infant series dose 2 (5 months of age) and before and after toddler dose (12 months of age)","GMC",4,"19A",11.33,0,0,"PCV13","1m post boost child","3+1 child",0
"2356","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"4",0.35,0,0,"","pre-boost child","3+1 child",0
"2357","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"19F",0.31,0,0,"","pre-boost child","3+1 child",0
"2358","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"6B",0.26,0,0,"","pre-boost child","3+1 child",0
"2359","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"9V",0.78,0,0,"","pre-boost child","3+1 child",0
"2360","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"14",1.69,0,0,"","pre-boost child","3+1 child",0
"2361","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"18C",0.37,0,0,"","pre-boost child","3+1 child",0
"2362","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"23F",0.4,0,0,"","pre-boost child","3+1 child",0
"2363","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"1",0.03,0,0,"","pre-boost child","3+1 child",0
"2364","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"5",0.05,0,0,"","pre-boost child","3+1 child",0
"2365","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",3,"7F",0.03,0,0,"","pre-boost child","3+1 child",0
"2366","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"18C",968.7,0,0,"PCV13","1m post boost child","3+1 child",0
"2367","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"14",2134.2,0,0,"PCV13","1m post boost child","3+1 child",0
"2368","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"6B",3459.6,0,0,"PCV13","1m post boost child","3+1 child",0
"2369","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"5",4.1,0,0,"PCV13","1m post boost child","3+1 child",0
"2370","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"1",4.3,0,0,"PCV13","1m post boost child","3+1 child",0
"2371","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"23F",13900.7,0,0,"PCV13","1m post boost child","3+1 child",0
"2372","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"4",2812.6,0,0,"PCV13","1m post boost child","3+1 child",0
"2373","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"9V",5357.4,0,0,"PCV13","1m post boost child","3+1 child",0
"2374","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"19F",287.8,0,0,"PCV13","1m post boost child","3+1 child",0
"2375","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",4,"7F",25.2,0,0,"PCV13","1m post boost child","3+1 child",0
"2376","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"4",4.47,0,0,"","1m post boost child","3+1 child",0
"2377","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"19F",5.06,0,0,"","1m post boost child","3+1 child",0
"2378","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"23F",2.42,0,0,"","1m post boost child","3+1 child",0
"2379","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"1",0.67,0,0,"","1m post boost child","3+1 child",0
"2380","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"14",4.76,0,0,"","1m post boost child","3+1 child",0
"2381","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"7F",1.83,0,0,"","1m post boost child","3+1 child",0
"2382","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"9V",1.94,0,0,"","1m post boost child","3+1 child",0
"2383","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"5",0.74,0,0,"","1m post boost child","3+1 child",0
"2384","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"6B",1.74,0,0,"","1m post boost child","3+1 child",0
"2385","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"18C",4.98,0,0,"","1m post boost child","3+1 child",0
"2386","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"1",4.9,0,0,"","pre-boost child","3+1 child",0
"2387","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"7F",25.3,0,0,"","pre-boost child","3+1 child",0
"2388","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"4",37.8,0,0,"","pre-boost child","3+1 child",0
"2389","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"5",4.1,0,0,"","pre-boost child","3+1 child",0
"2390","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"9V",305.1,0,0,"","pre-boost child","3+1 child",0
"2391","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"6B",36.7,0,0,"","pre-boost child","3+1 child",0
"2392","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"19F",7.3,0,0,"","pre-boost child","3+1 child",0
"2393","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"14",391.1,0,0,"","pre-boost child","3+1 child",0
"2394","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"18C",8.5,0,0,"","pre-boost child","3+1 child",0
"2395","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","OPA",3,"23F",532.9,0,0,"","pre-boost child","3+1 child",0
"2396","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"18C",5.01,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2397","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"9V",3.25,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2398","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"4",3.35,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
"2399","NCT00370396","GlaxoSmithKline","Phase 3","Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe,Europe","[""Child""]","","GMC",4,"23F",2.38,0,0,"PCV10 (Synflorix)","1m post boost child","3+1 child",0
